,最寄駅：距離（分）,面積（㎡）,延床面積（㎡）,建築年,地区名,取引価格（総額）,市区町村コード,年号,和暦_年,築年数
1335,30,180,95,平成31年,上曽根,24000000,40107,平成,31,4.0
1336,25,170,105,令和2年,上曽根,30000000,40107,令和,2,2.0
1339,24,135,95,平成3年,上貫,27000000,40107,平成,3,32.0
1345,30,185,130,令和4年,上貫,50000000,40107,令和,4,0.0
1346,29,160,95,令和3年,上貫,22000000,40107,令和,3,1.0
1347,30,140,75,昭和49年,上貫,5200000,40107,昭和,49,49.0
1348,30,250,115,平成26年,上吉田,29000000,40107,平成,26,9.0
1349,30,390,160,昭和60年,上吉田,12000000,40107,昭和,60,38.0
1350,30,660,150,平成15年,上吉田,12000000,40107,平成,15,20.0
1351,30,180,105,令和2年,上吉田,33000000,40107,令和,2,2.0
1354,30,135,105,令和3年,上吉田,23000000,40107,令和,3,1.0
1358,30,195,130,平成9年,上吉田,13000000,40107,平成,9,26.0
1359,30,175,95,令和2年,上吉田,23000000,40107,令和,2,2.0
1360,30,270,100,令和2年,上吉田,24000000,40107,令和,2,2.0
1362,30,165,105,令和2年,上吉田,22000000,40107,令和,2,2.0
1364,30,230,125,平成11年,上吉田,15000000,40107,平成,11,24.0
1365,30,340,85,昭和49年,上吉田,4800000,40107,昭和,49,49.0
1366,30,170,110,平成31年,上吉田,29000000,40107,平成,31,4.0
1367,30,220,120,令和3年,上吉田,37000000,40107,令和,3,1.0
1375,11,165,55,昭和51年,企救丘,14000000,40107,昭和,51,47.0
1377,8,165,105,令和3年,企救丘,26000000,40107,令和,3,1.0
1378,9,210,90,昭和60年,企救丘,16000000,40107,昭和,60,38.0
1380,8,165,90,昭和58年,企救丘,9000000,40107,昭和,58,40.0
1388,9,210,125,昭和56年,北方,21000000,40107,昭和,56,42.0
1390,10,165,110,昭和58年,北方,7500000,40107,昭和,58,40.0
1396,14,210,105,昭和55年,朽網西,7500000,40107,昭和,55,43.0
1397,11,250,110,昭和50年,朽網西,8000000,40107,昭和,50,48.0
1402,12,160,105,令和3年,朽網西,21000000,40107,令和,3,1.0
1403,14,200,60,昭和51年,朽網西,4600000,40107,昭和,51,47.0
1405,8,140,110,令和2年,朽網西,25000000,40107,令和,2,2.0
1406,9,210,125,平成26年,朽網西,28000000,40107,平成,26,9.0
1407,13,140,100,令和3年,朽網西,21000000,40107,令和,3,1.0
1408,13,220,75,昭和48年,朽網西,11000000,40107,昭和,48,50.0
1409,8,120,95,令和2年,朽網西,20000000,40107,令和,2,2.0
1411,11,145,75,昭和48年,朽網西,13000000,40107,昭和,48,50.0
1413,21,200,120,平成24年,朽網東,22000000,40107,平成,24,11.0
1414,10,200,95,令和4年,朽網東,36000000,40107,令和,4,0.0
1415,23,185,105,令和3年,朽網東,21000000,40107,令和,3,1.0
1416,5,310,90,昭和44年,朽網東,20000000,40107,昭和,44,54.0
1417,10,210,100,令和3年,朽網東,22000000,40107,令和,3,1.0
1418,10,160,110,令和3年,朽網東,25000000,40107,令和,3,1.0
1419,10,200,90,令和3年,朽網東,27000000,40107,令和,3,1.0
1420,14,210,110,平成29年,葛原,28000000,40107,平成,29,6.0
1421,23,270,115,昭和45年,葛原,16000000,40107,昭和,45,53.0
1425,15,165,90,昭和58年,葛原,12000000,40107,昭和,58,40.0
1427,13,185,115,令和4年,葛原,44000000,40107,令和,4,0.0
1430,23,120,75,令和4年,葛原東,18000000,40107,令和,4,0.0
1431,15,110,75,令和4年,葛原東,18000000,40107,令和,4,0.0
1434,19,155,75,昭和55年,葛原東,9400000,40107,昭和,55,43.0
1435,19,175,85,令和3年,葛原東,25000000,40107,令和,3,1.0
1436,14,140,125,平成15年,葛原東,6000000,40107,平成,15,20.0
1442,26,170,100,平成2年,葛原本町,9500000,40107,平成,2,33.0
1443,28,230,135,平成10年,葛原本町,11000000,40107,平成,10,25.0
1444,30,220,220,平成3年,葛原本町,14000000,40107,平成,3,32.0
1445,23,470,95,昭和39年,葛原本町,6000000,40107,昭和,39,59.0
1449,30,185,100,令和2年,葛原本町,41000000,40107,令和,2,2.0
1450,30,160,110,令和2年,葛原本町,38000000,40107,令和,2,2.0
1454,21,180,110,令和4年,葛原本町,43000000,40107,令和,4,0.0
1455,21,200,110,平成5年,葛原本町,13000000,40107,平成,5,30.0
1457,24,185,110,平成26年,葛原本町,22000000,40107,平成,26,9.0
1460,29,390,155,昭和47年,葛原元町,3200000,40107,昭和,47,51.0
1461,29,450,130,平成27年,葛原元町,27000000,40107,平成,27,8.0
1466,9,200,115,昭和63年,志井,13000000,40107,昭和,63,35.0
1467,4,120,85,昭和46年,志井,9500000,40107,昭和,46,52.0
1469,6,130,80,昭和49年,志井,11000000,40107,昭和,49,49.0
1470,9,230,140,昭和57年,志井,11000000,40107,昭和,57,41.0
1473,10,280,105,昭和58年,志井鷹羽台,22000000,40107,昭和,58,40.0
1474,16,280,105,昭和56年,志井鷹羽台,18000000,40107,昭和,56,42.0
1487,8,1100,750,平成13年,下石田,83000000,40107,平成,13,22.0
1488,4,140,105,平成31年,下石田,26000000,40107,平成,31,4.0
1489,3,135,110,平成31年,下石田,27000000,40107,平成,31,4.0
1492,6,250,140,昭和47年,下城野,8000000,40107,昭和,47,51.0
1493,8,180,120,令和3年,下城野,44000000,40107,令和,3,1.0
1497,7,115,70,昭和53年,下城野,3300000,40107,昭和,53,45.0
1501,8,320,180,昭和50年,下城野,20000000,40107,昭和,50,48.0
1502,12,170,110,令和4年,下城野,35000000,40107,令和,4,0.0
1507,6,220,115,令和4年,下曽根,26000000,40107,令和,4,0.0
1510,7,130,105,令和3年,下曽根,32000000,40107,令和,3,1.0
1516,8,150,105,昭和51年,下曽根,8400000,40107,昭和,51,47.0
1527,29,330,95,平成8年,下貫,11000000,40107,平成,8,27.0
1529,30,480,330,昭和55年,下貫,12000000,40107,昭和,55,43.0
1530,26,110,65,昭和53年,下貫,18000000,40107,昭和,53,45.0
1532,30,230,125,平成5年,下吉田,15000000,40107,平成,5,30.0
1533,30,230,100,平成2年,下吉田,16000000,40107,平成,2,33.0
1534,30,260,100,昭和48年,下吉田,1900000,40107,昭和,48,50.0
1547,9,310,115,昭和44年,大字新道寺,5000000,40107,昭和,44,54.0
1558,14,260,140,昭和59年,星和台,24000000,40107,昭和,59,39.0
1562,21,240,115,昭和52年,星和台,13000000,40107,昭和,52,46.0
1563,15,115,100,令和3年,星和台,31000000,40107,令和,3,1.0
1565,16,115,100,令和3年,星和台,32000000,40107,令和,3,1.0
1567,16,260,160,昭和53年,星和台,19000000,40107,昭和,53,45.0
1568,19,240,120,昭和58年,星和台,21000000,40107,昭和,58,40.0
1578,13,230,115,平成24年,曽根北町,29000000,40107,平成,24,11.0
1581,14,590,120,平成3年,高野,20000000,40107,平成,3,32.0
1584,13,165,100,令和3年,田原,30000000,40107,令和,3,1.0
1585,8,300,120,平成5年,田原,15000000,40107,平成,5,30.0
1588,10,200,45,昭和45年,田原新町,11000000,40107,昭和,45,53.0
1589,6,320,600,平成10年,田原新町,88000000,40107,平成,10,25.0
1591,7,250,75,昭和43年,田原新町,13000000,40107,昭和,43,55.0
1592,7,160,65,昭和44年,田原新町,11000000,40107,昭和,44,54.0
1594,60,660,140,昭和44年,大字辻三,500000,40107,昭和,44,54.0
1595,60,600,165,昭和15年,大字辻三,2400000,40107,昭和,15,83.0
1596,25,210,125,平成9年,津田,18000000,40107,平成,9,26.0
1597,26,230,90,令和4年,津田,31000000,40107,令和,4,0.0
1601,15,165,125,平成18年,津田新町,17000000,40107,平成,18,17.0
1606,21,180,125,令和4年,津田新町,41000000,40107,令和,4,0.0
1607,30,760,185,昭和54年,津田南町,15000000,40107,昭和,54,44.0
1610,29,630,120,昭和40年,大字徳吉,9000000,40107,昭和,40,58.0
1612,11,185,105,平成22年,徳吉西,20000000,40107,平成,22,13.0
1619,18,130,100,令和2年,徳吉西,24000000,40107,令和,2,2.0
1621,23,130,75,昭和51年,徳吉東,13000000,40107,昭和,51,47.0
1622,21,135,80,昭和49年,徳吉東,4000000,40107,昭和,49,49.0
1626,24,160,100,令和2年,徳吉東,24000000,40107,令和,2,2.0
1627,26,230,115,平成17年,徳吉南,9000000,40107,平成,17,18.0
1628,30,140,80,昭和54年,徳吉南,3500000,40107,昭和,54,44.0
1632,5,115,90,令和3年,徳力,33000000,40107,令和,3,1.0
1637,6,260,115,昭和43年,徳力,18000000,40107,昭和,43,55.0
1638,6,100,90,令和3年,徳力,28000000,40107,令和,3,1.0
1639,3,130,115,昭和64年,徳力,12000000,40107,昭和,64,34.0
1641,6,470,750,昭和61年,徳力,18000000,40107,昭和,61,37.0
1646,11,125,105,令和3年,徳力新町,35000000,40107,令和,3,1.0
1647,11,160,100,令和3年,徳力新町,28000000,40107,令和,3,1.0
1648,7,175,150,平成10年,徳力新町,21000000,40107,平成,10,25.0
1653,16,360,110,昭和49年,長尾,7000000,40107,昭和,49,49.0
1654,11,170,110,令和3年,長尾,30000000,40107,令和,3,1.0
1656,21,310,120,平成29年,中曽根,35000000,40107,平成,29,6.0
1657,15,260,125,昭和48年,中曽根,12000000,40107,昭和,48,50.0
1658,19,180,100,令和3年,中曽根,29000000,40107,令和,3,1.0
1659,14,810,300,平成10年,中曽根,80000000,40107,平成,10,25.0
1662,16,170,105,令和3年,中曽根,34000000,40107,令和,3,1.0
1663,20,200,100,令和3年,中曽根,29000000,40107,令和,3,1.0
1664,9,155,90,昭和48年,中曽根,8000000,40107,昭和,48,50.0
1665,9,170,100,令和3年,中曽根,30000000,40107,令和,3,1.0
1666,21,180,100,令和3年,中曽根,27000000,40107,令和,3,1.0
1668,19,165,120,令和3年,中曽根,33000000,40107,令和,3,1.0
1669,18,180,105,平成31年,中曽根,33000000,40107,平成,31,4.0
1671,19,145,105,令和3年,中曽根,25000000,40107,令和,3,1.0
1672,21,250,100,昭和41年,中曽根,9800000,40107,昭和,41,57.0
1674,10,230,105,昭和48年,中曽根,12000000,40107,昭和,48,50.0
1676,19,260,135,昭和57年,中曽根東,15000000,40107,昭和,57,41.0
1681,16,830,120,昭和48年,中曽根東,20000000,40107,昭和,48,50.0
1682,14,115,100,昭和46年,中曽根東,5500000,40107,昭和,46,52.0
1684,11,130,95,令和3年,中曽根東,24000000,40107,令和,3,1.0
1686,30,165,100,令和4年,中貫,27000000,40107,令和,4,0.0
1687,30,160,80,昭和50年,中貫,7500000,40107,昭和,50,48.0
1689,30,125,85,昭和51年,中貫,6000000,40107,昭和,51,47.0
1690,30,145,100,令和2年,中貫,21000000,40107,令和,2,2.0
1691,30,155,85,昭和50年,中貫,9000000,40107,昭和,50,48.0
1700,30,310,110,昭和45年,中吉田,2300000,40107,昭和,45,53.0
1702,30,170,110,令和2年,中吉田,27000000,40107,令和,2,2.0
1703,30,220,150,昭和62年,中吉田,22000000,40107,昭和,62,36.0
1704,30,140,75,昭和50年,中吉田,5000000,40107,昭和,50,48.0
1705,30,220,105,昭和57年,中吉田,1200000,40107,昭和,57,41.0
1707,30,140,110,令和3年,中吉田,24000000,40107,令和,3,1.0
1708,30,140,75,昭和61年,中吉田,12000000,40107,昭和,61,37.0
1711,26,105,80,平成23年,蜷田若園,19000000,40107,平成,23,12.0
1712,16,200,105,令和2年,蜷田若園,33000000,40107,令和,2,2.0
1713,23,200,105,平成25年,蜷田若園,26000000,40107,平成,25,10.0
1714,21,195,105,令和3年,蜷田若園,27000000,40107,令和,3,1.0
1717,26,920,1000,平成22年,蜷田若園,110000000,40107,平成,22,13.0
1718,28,105,70,昭和46年,蜷田若園,6500000,40107,昭和,46,52.0
1721,30,250,125,昭和40年,大字貫,140000,40107,昭和,40,58.0
1722,30,160,125,昭和40年,大字貫,50000,40107,昭和,40,58.0
1725,30,210,120,平成17年,沼新町,19000000,40107,平成,17,18.0
1726,30,280,120,平成18年,沼新町,25000000,40107,平成,18,17.0
1727,30,220,110,平成18年,沼新町,26000000,40107,平成,18,17.0
1728,28,190,100,令和4年,沼本町,22000000,40107,令和,4,0.0
1732,29,150,105,昭和60年,沼本町,7800000,40107,昭和,60,38.0
1736,26,150,115,昭和60年,沼本町,16000000,40107,昭和,60,38.0
1738,30,510,120,昭和57年,沼緑町,13000000,40107,昭和,57,41.0
1740,20,115,70,昭和52年,沼緑町,11000000,40107,昭和,52,46.0
1742,28,230,50,昭和44年,沼緑町,4300000,40107,昭和,44,54.0
1743,28,270,95,昭和46年,沼緑町,16000000,40107,昭和,46,52.0
1747,21,640,330,昭和64年,沼南町,23000000,40107,昭和,64,34.0
1749,7,165,105,昭和59年,八幡町,7000000,40107,昭和,59,39.0
1751,9,140,95,昭和58年,八幡町,15000000,40107,昭和,58,40.0
1752,14,250,140,平成15年,葉山町,32000000,40107,平成,15,20.0
1753,13,175,130,平成16年,葉山町,22000000,40107,平成,16,19.0
1754,11,145,100,令和2年,葉山町,36000000,40107,令和,2,2.0
1755,18,210,110,平成5年,葉山町,21000000,40107,平成,5,30.0
1756,23,165,100,令和3年,東貫,31000000,40107,令和,3,1.0
1759,30,175,110,令和4年,東貫,37000000,40107,令和,4,0.0
1761,25,165,130,昭和63年,東貫,24000000,40107,昭和,63,35.0
1765,19,105,90,令和3年,東貫,28000000,40107,令和,3,1.0
1768,26,210,130,昭和52年,東貫,7000000,40107,昭和,52,46.0
1771,15,115,75,昭和54年,東水町,4700000,40107,昭和,54,44.0
1772,15,250,140,平成7年,東水町,16000000,40107,平成,7,28.0
1774,4,150,175,昭和61年,日の出町,14000000,40107,昭和,61,37.0
1780,12,370,175,平成22年,富士見,50000000,40107,平成,22,13.0
1787,23,330,165,平成5年,舞ケ丘,20000000,40107,平成,5,30.0
1789,24,210,125,令和3年,舞ケ丘,11000000,40107,令和,3,1.0
1790,21,240,140,平成2年,舞ケ丘,12000000,40107,平成,2,33.0
1794,14,240,100,令和3年,南方,42000000,40107,令和,3,1.0
1795,14,220,105,令和3年,南方,30000000,40107,令和,3,1.0
1796,14,115,85,令和2年,南方,28000000,40107,令和,2,2.0
1797,10,170,100,令和2年,南方,33000000,40107,令和,2,2.0
1798,17,170,80,昭和46年,南若園町,4000000,40107,昭和,46,52.0
1799,21,260,100,昭和57年,大字母原,4300000,40107,昭和,57,41.0
1800,21,710,75,昭和40年,大字母原,8000000,40107,昭和,40,58.0
1805,26,170,115,平成23年,守恒,32000000,40107,平成,23,12.0
1806,16,200,80,昭和59年,守恒,19000000,40107,昭和,59,39.0
1808,13,260,100,昭和58年,守恒,17000000,40107,昭和,58,40.0
1810,7,135,95,令和3年,守恒,37000000,40107,令和,3,1.0
1821,2,390,310,平成10年,守恒本町,69000000,40107,平成,10,25.0
1823,5,170,110,令和4年,守恒本町,44000000,40107,令和,4,0.0
1826,15,300,200,昭和47年,八重洲町,10000000,40107,昭和,47,51.0
1831,13,270,105,昭和48年,山手,11000000,40107,昭和,48,50.0
1834,15,190,145,昭和47年,山手,18000000,40107,昭和,47,51.0
1837,15,300,85,昭和49年,山手,17000000,40107,昭和,49,49.0
1839,16,155,105,平成30年,山手,36000000,40107,平成,30,5.0
1840,30,1200,165,昭和43年,大字山本,4500000,40107,昭和,43,55.0
1842,14,220,125,昭和45年,湯川,17000000,40107,昭和,45,53.0
1843,13,110,70,昭和53年,湯川,8000000,40107,昭和,53,45.0
1844,7,300,80,昭和43年,湯川,7000000,40107,昭和,43,55.0
1846,9,210,110,令和2年,湯川,30000000,40107,令和,2,2.0
1847,2,260,85,昭和48年,湯川新町,9000000,40107,昭和,48,50.0
1850,15,150,110,平成27年,湯川新町,29000000,40107,平成,27,8.0
1851,1,570,100,昭和40年,湯川新町,11000000,40107,昭和,40,58.0
1852,4,180,145,平成16年,湯川新町,25000000,40107,平成,16,19.0
1854,13,145,55,昭和43年,湯川新町,6200000,40107,昭和,43,55.0
1855,11,210,110,令和4年,湯川新町,52000000,40107,令和,4,0.0
1856,20,170,100,昭和56年,湯川新町,10000000,40107,昭和,56,42.0
1857,9,110,70,昭和52年,湯川新町,3300000,40107,昭和,52,46.0
1858,9,175,85,昭和57年,湯川新町,2200000,40107,昭和,57,41.0
1859,13,400,200,昭和52年,湯川新町,1800000,40107,昭和,52,46.0
1861,8,195,120,令和4年,湯川新町,56000000,40107,令和,4,0.0
1865,12,200,100,昭和49年,湯川新町,6000000,40107,昭和,49,49.0
1868,14,145,80,昭和47年,横代北町,2000000,40107,昭和,47,51.0
1869,10,630,470,平成27年,横代北町,100000000,40107,平成,27,8.0
1871,16,90,70,昭和48年,横代北町,2000000,40107,昭和,48,50.0
1874,9,125,100,平成23年,横代北町,16000000,40107,平成,23,12.0
1875,8,105,95,令和3年,横代北町,21000000,40107,令和,3,1.0
1876,6,115,95,昭和53年,横代北町,4800000,40107,昭和,53,45.0
1878,15,155,100,令和2年,横代北町,20000000,40107,令和,2,2.0
1880,16,120,80,昭和47年,横代北町,5700000,40107,昭和,47,51.0
1881,13,165,110,昭和48年,横代北町,8700000,40107,昭和,48,50.0
1884,20,180,115,平成9年,横代東町,14000000,40107,平成,9,26.0
1888,6,560,135,昭和51年,大字呼野,5700000,40107,昭和,51,47.0
1889,13,165,165,昭和45年,若園,4000000,40107,昭和,45,53.0
1890,19,115,95,令和4年,若園,29000000,40107,令和,4,0.0
1891,13,145,100,令和4年,若園,28000000,40107,令和,4,0.0
1892,20,165,140,平成3年,若園,19000000,40107,平成,3,32.0
1893,15,130,100,平成3年,若園,29000000,40107,平成,3,32.0
1894,18,160,160,昭和59年,若園,22000000,40107,昭和,59,39.0
1898,13,490,200,昭和42年,若園,10000000,40107,昭和,42,56.0
1900,21,160,105,令和2年,若園,30000000,40107,令和,2,2.0
1901,13,570,110,昭和52年,荒手,5800000,40108,昭和,52,46.0
1904,15,480,140,昭和46年,荒手,19000000,40108,昭和,46,52.0
1909,30,160,60,平成28年,石坪町,17000000,40108,平成,28,7.0
1910,30,190,120,令和4年,石坪町,40000000,40108,令和,4,0.0
1912,30,130,100,令和3年,石坪町,34000000,40108,令和,3,1.0
1914,30,160,100,令和3年,石坪町,29000000,40108,令和,3,1.0
1918,3,200,320,昭和38年,枝光,6500000,40108,昭和,38,60.0
1923,9,125,110,平成13年,枝光本町,18000000,40108,平成,13,22.0
1933,25,360,135,昭和56年,大谷,2500000,40108,昭和,56,42.0
1934,10,100,60,昭和47年,大宮町,3000000,40108,昭和,47,51.0
1942,30,160,115,令和3年,勝山,25000000,40108,令和,3,1.0
1944,30,700,75,昭和32年,勝山,4200000,40108,昭和,32,66.0
1945,30,65,80,昭和55年,勝山,800000,40108,昭和,55,43.0
1947,20,135,100,令和4年,上本町,30000000,40108,令和,4,0.0
1948,21,390,550,昭和45年,上本町,9500000,40108,昭和,45,53.0
1950,30,195,145,昭和56年,川淵町,26000000,40108,昭和,56,42.0
1953,13,120,180,昭和57年,祇園,12000000,40108,昭和,57,41.0
1957,14,190,120,昭和64年,祇園,23000000,40108,昭和,64,34.0
1958,19,150,110,昭和39年,祇園,4000000,40108,昭和,39,59.0
1962,23,145,85,昭和63年,祇園,4800000,40108,昭和,63,35.0
1963,23,260,105,令和3年,祇園,35000000,40108,令和,3,1.0
1965,19,45,60,昭和56年,祇園,3000000,40108,昭和,56,42.0
1968,21,155,120,令和3年,祇園原町,29000000,40108,令和,3,1.0
1972,30,150,80,昭和44年,清田,300000,40108,昭和,44,54.0
1973,30,180,105,令和4年,清田,28000000,40108,令和,4,0.0
1975,60,200,120,平成6年,清田,27000000,40108,平成,6,29.0
1979,30,220,140,平成23年,山路松尾町,33000000,40108,平成,23,12.0
1992,15,400,290,昭和59年,白川町,20000000,40108,昭和,59,39.0
1995,14,155,105,令和3年,白川町,47000000,40108,令和,3,1.0
1999,29,125,95,昭和49年,末広町,2000000,40108,昭和,49,49.0
2010,30,175,110,令和3年,竹下町,33000000,40108,令和,3,1.0
2013,30,95,85,昭和61年,茶屋町,2200000,40108,昭和,61,37.0
2014,30,150,110,令和4年,茶屋町,35000000,40108,令和,4,0.0
2015,26,155,90,令和3年,茶屋町,36000000,40108,令和,3,1.0
2016,60,135,100,令和3年,茶屋町,36000000,40108,令和,3,1.0
2037,16,230,105,令和2年,天神町,42000000,40108,令和,2,2.0
2038,60,210,95,昭和61年,中尾,14000000,40108,昭和,61,37.0
2039,30,280,145,平成3年,中尾,13000000,40108,平成,3,32.0
2040,30,330,100,昭和52年,中尾,8500000,40108,昭和,52,46.0
2041,30,330,90,昭和40年,中尾,1400000,40108,昭和,40,58.0
2042,30,740,85,昭和25年,中尾,4000000,40108,昭和,25,73.0
2045,30,180,90,令和3年,中畑,23000000,40108,令和,3,1.0
2059,19,105,90,昭和41年,西丸山町,2500000,40108,昭和,41,57.0
2064,28,230,150,昭和55年,西丸山町,9700000,40108,昭和,55,43.0
2075,30,70,55,昭和52年,東鉄町,600000,40108,昭和,52,46.0
2078,12,250,180,昭和46年,日の出,300000,40108,昭和,46,52.0
2079,20,170,80,昭和56年,日の出,3400000,40108,昭和,56,42.0
2082,15,360,115,平成28年,日の出,6100000,40108,平成,28,7.0
2083,16,350,165,昭和47年,日の出,6000000,40108,昭和,47,51.0
2084,26,165,100,昭和50年,藤見町,2800000,40108,昭和,50,48.0
2086,13,175,105,令和3年,帆柱,51000000,40108,令和,3,1.0
2088,14,170,115,令和4年,帆柱,55000000,40108,令和,4,0.0
2090,16,125,115,令和3年,帆柱,25000000,40108,令和,3,1.0
