No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等
8480,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,西新,28,27000000,630000,,140,190000,長方形,8.5,,,,,住宅,南,市道,4,第１種中高層住居専用地域,60,150,2021年第３四半期,,
8481,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,西新,28,46000000,,,160,,長方形,11,100,令和3年,木造,住宅,住宅,北西,市道,4,第１種中高層住居専用地域,60,150,2021年第２四半期,,
8482,中古マンション等,,40137,福岡県,福岡市早良区,飯倉,西新,28,8500000,,４ＬＤＫ,80,,,,,昭和55年,ＲＣ,住宅,その他,,,,第１種中高層住居専用地域,60,150,2021年第２四半期,未改装,
8483,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,西新,28,57000000,,,180,,ほぼ台形,12.5,,,,,住宅,南,区画街路,5,第１種中高層住居専用地域,60,150,2021年第１四半期,,
8484,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,西新,30分?60分,14000000,370000,,125,110000,不整形,3,,,,,住宅,北東,市道,4,第１種住居地域,60,200,2021年第１四半期,,
8485,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,19,42000000,,,140,,長方形,10.5,110,平成23年,木造,住宅,住宅,西,市道,4.3,第１種低層住居専用地域,50,80,2022年第２四半期,,
8486,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,23,58000000,,,330,,ほぼ長方形,25,200,平成20年,鉄骨造,共同住宅,,西,市道,4,第１種低層住居専用地域,50,80,2022年第２四半期,,
8487,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,18,37000000,490000,,250,150000,長方形,13.5,,,,,住宅,東,市道,4,第１種低層住居専用地域,50,80,2022年第２四半期,,
8488,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,16,48000000,,,390,,長方形,18.7,280,昭和61年,軽量鉄骨造,共同住宅,住宅,東,市道,4,第１種低層住居専用地域,50,80,2022年第１四半期,,
8489,中古マンション等,,40137,福岡県,福岡市早良区,飯倉,野芥,13,24000000,,４ＬＤＫ,85,,,,,平成10年,ＲＣ,,住宅,,,,第２種住居地域,60,200,2022年第１四半期,未改装,
8490,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,23,17000000,,,160,,ほぼ長方形,10,110,昭和54年,木造,住宅,住宅,西,市道,4,第１種低層住居専用地域,50,80,2021年第４四半期,,
8491,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,20,54000000,,,185,,長方形,15,130,令和3年,軽量鉄骨造,住宅,住宅,西,市道,6,第１種低層住居専用地域,50,80,2021年第４四半期,,
8492,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,24,190000000,,,450,,不整形,8,590,令和2年,ＲＣ,共同住宅,住宅,南西,市道,4,近隣商業地域,80,200,2021年第４四半期,,
8493,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,16,33000000,,,105,,長方形,7.4,85,令和3年,木造,住宅,住宅,北,市道,4,第１種低層住居専用地域,50,80,2021年第３四半期,,
8494,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,18,42000000,,,145,,長方形,9,110,令和3年,木造,住宅,住宅,南,市道,5,第１種低層住居専用地域,50,80,2021年第３四半期,,
8495,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,13,32000000,,,80,,ほぼ台形,8,90,令和3年,木造,住宅,,南,市道,5,第２種住居地域,60,200,2021年第３四半期,,
8496,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,18,44000000,,,145,,長方形,9,,令和3年,木造,住宅,住宅,南,市道,5,第１種低層住居専用地域,50,80,2021年第３四半期,,
8497,中古マンション等,,40137,福岡県,福岡市早良区,飯倉,野芥,30分?60分,25000000,,３ＬＤＫ,70,,,,,平成14年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第３四半期,,
8498,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,19,35000000,,,145,,不整形,3,100,令和3年,木造,住宅,住宅,東,市道,4,第１種低層住居専用地域,50,80,2021年第２四半期,,
8499,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,16,31000000,,,100,,正方形,10.1,80,令和3年,木造,住宅,住宅,西,市道,4,第１種低層住居専用地域,50,80,2021年第２四半期,,
8500,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,18,22000000,530000,,135,160000,台形,13.2,,,,,住宅,西,市道,4.7,第１種低層住居専用地域,50,80,2021年第２四半期,,
8501,宅地(土地),商業地,40137,福岡県,福岡市早良区,飯倉,野芥,20,75000000,960000,,260,290000,台形,14,,,,,その他,東,国道,16,近隣商業地域,80,200,2021年第２四半期,,
8502,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,15,35000000,,,105,,長方形,8,100,令和2年,木造,住宅,住宅,東,市道,4.5,第２種住居地域,60,200,2021年第１四半期,,
8503,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,17,20000000,270000,,240,83000,ほぼ長方形,15,,,,,,西,市道,4.4,第１種低層住居専用地域,50,80,2021年第１四半期,,
8504,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,15,44000000,,,155,,長方形,9,100,令和3年,木造,住宅,住宅,南,市道,4,第１種低層住居専用地域,50,80,2021年第１四半期,,
8505,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,野芥,21,40000000,,,120,,長方形,8,95,令和2年,木造,住宅,住宅,西,市道,4,第１種住居地域,60,200,2021年第１四半期,,
8506,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,藤崎(福岡),26,51000000,700000,,240,210000,ほぼ正方形,16,,,,,,東,市道,6,第１種低層住居専用地域,50,80,2022年第3四半期,,
8507,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,藤崎(福岡),30分?60分,26000000,570000,,150,170000,長方形,10,,,,,住宅,南,市道,4,第１種低層住居専用地域,50,80,2022年第3四半期,,
8508,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,藤崎(福岡),29,52000000,510000,,330,160000,ほぼ長方形,21,,,,,住宅,南東,市道,4,第１種低層住居専用地域,50,80,2022年第１四半期,,
8509,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,藤崎(福岡),24,29000000,420000,,230,130000,袋地等,,,,,,住宅,南西,市道,4.4,第１種中高層住居専用地域,60,150,2022年第１四半期,,
8510,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,藤崎(福岡),25,36000000,,,110,,長方形,6.5,100,令和3年,木造,住宅,住宅,北,市道,4,第１種中高層住居専用地域,60,150,2021年第１四半期,,
8511,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,藤崎(福岡),24,39000000,490000,,260,150000,長方形,20,,,,,住宅,東,市道,6.8,第１種中高層住居専用地域,60,150,2021年第１四半期,,
8512,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,別府(福岡),28,38000000,610000,,200,190000,長方形,11,,,,,住宅,北,市道,4,第１種中高層住居専用地域,60,150,2022年第２四半期,,
8513,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,別府(福岡),23,57000000,,,110,,長方形,7.5,,,,,住宅,北,市道,3.8,第１種中高層住居専用地域,60,150,2022年第１四半期,,
8514,中古マンション等,,40137,福岡県,福岡市早良区,飯倉,別府(福岡),21,32000000,,３ＬＤＫ,75,,,,,平成27年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2022年第１四半期,未改装,
8515,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,飯倉,別府(福岡),21,42000000,,,230,,ほぼ正方形,14,280,昭和62年,木造,共同住宅,住宅,東,市道,8.5,第１種中高層住居専用地域,60,150,2021年第４四半期,,
8516,宅地(土地),住宅地,40137,福岡県,福岡市早良区,飯倉,別府(福岡),26,12000000,400000,,100,120000,ほぼ台形,6,,,,,住宅,北,市道,3,第１種低層住居専用地域,50,80,2021年第４四半期,,
8517,農地,,40137,福岡県,福岡市早良区,大字飯場,,,2200000,,,1100,,,,,,,,その他,,,,,,,2021年第１四半期,,
8518,宅地(土地),住宅地,40137,福岡県,福岡市早良区,大字石釜,野芥,1H30?2H,700000,17000,,140,5000,台形,11,,,,,その他,北,市道,4.8,市街化調整区域,40,50,2022年第１四半期,,
8519,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,大字石釜,野芥,1H30?2H,1000000,,,320,,ほぼ長方形,15,,,,,,西,市道,4,市街化調整区域,40,50,2022年第１四半期,,
8520,宅地(土地),住宅地,40137,福岡県,福岡市早良区,大字石釜,野芥,1H30?2H,500000,13000,,125,4000,ほぼ長方形,10,,,,,,北西,道路,4,市街化調整区域,40,50,2021年第２四半期,,
8521,宅地(土地),住宅地,40137,福岡県,福岡市早良区,大字石釜,野芥,1H30?2H,1400000,16000,,280,4900,長方形,11,,,,,,南西,市道,3,市街化調整区域,40,50,2021年第１四半期,,
8522,林地,,40137,福岡県,福岡市早良区,大字石釜,,,180000,,,180,,,,,,,,,,,,,,,2022年第１四半期,,
8523,林地,,40137,福岡県,福岡市早良区,大字石釜,,,800000,,,330,,,,,,,,その他,,,,,,,2021年第４四半期,,
8524,宅地(土地),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,2700000,150000,,60,45000,長方形,13.5,,,,,その他,西,私道,7.3,第１種低層住居専用地域,50,80,2022年第3四半期,,
8525,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,3500000,,,300,,ほぼ長方形,,90,昭和56年,木造,住宅,住宅,東,私道,4.8,第１種低層住居専用地域,50,80,2022年第3四半期,,私道を含む取引
8526,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,6200000,,,200,,ほぼ正方形,13,110,平成4年,木造,住宅,事務所,北,市道,6,第１種低層住居専用地域,50,80,2022年第２四半期,,
8527,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,26000000,,,170,,ほぼ長方形,8,105,令和4年,木造,住宅,住宅,南,私道,4,第１種低層住居専用地域,50,80,2022年第２四半期,,
8528,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,27000000,,,170,,ほぼ長方形,12,100,令和3年,木造,住宅,住宅,北西,市道,2.2,第１種低層住居専用地域,50,80,2022年第１四半期,,
8529,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,13000000,,,140,,ほぼ長方形,,80,昭和62年,木造,住宅,住宅,東,私道,4,第１種低層住居専用地域,50,80,2022年第１四半期,,
8530,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,34000000,,,210,,ほぼ台形,15,115,令和4年,木造,住宅,住宅,南東,市道,6,第１種低層住居専用地域,50,80,2022年第１四半期,,
8531,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,8300000,,,180,,不整形,3,85,昭和56年,木造,住宅,住宅,南西,市道,5,第１種低層住居専用地域,50,80,2022年第１四半期,,
8532,宅地(土地),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,9500000,210000,,150,63000,ほぼ台形,18,,,,,住宅,北西,市道,4,第１種低層住居専用地域,50,80,2022年第１四半期,,
8533,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,24000000,,,170,,ほぼ長方形,9.8,100,令和3年,木造,住宅,住宅,南東,市道,4.7,第１種低層住居専用地域,50,80,2021年第４四半期,,
8534,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,31000000,,,230,,不整形,,110,令和3年,木造,住宅,住宅,北,私道,4.4,第１種低層住居専用地域,50,80,2021年第４四半期,,
8535,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,23000000,,,165,,ほぼ台形,13,105,平成29年,木造,住宅,住宅,北西,市道,4,第１種低層住居専用地域,50,80,2021年第４四半期,,
8536,宅地(土地),工業地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,10000000,65000,,510,20000,ほぼ台形,14,,,,,,南,市道,8,市街化調整区域,40,50,2021年第３四半期,,
8537,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,12000000,,,180,,ほぼ長方形,11,75,昭和50年,木造,住宅,住宅,北西,市道,4.8,第１種低層住居専用地域,50,80,2021年第３四半期,,
8538,宅地(土地),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,5800000,110000,,170,34000,ほぼ台形,15,,,,,住宅,南東,市道,4,第１種低層住居専用地域,50,80,2021年第３四半期,,
8539,宅地(土地),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,8000000,160000,,170,47000,ほぼ台形,8,,,,,住宅,南,市道,4,第１種低層住居専用地域,50,80,2021年第３四半期,,
8540,宅地(土地),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H30?2H,800000,10000,,260,3000,不整形,22,,,,,,南西,市道,3,市街化調整区域,40,50,2021年第２四半期,,
8541,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,28000000,,,170,,ほぼ台形,7,100,令和3年,木造,住宅,住宅,北西,市道,55,第１種低層住居専用地域,50,80,2021年第２四半期,,
8542,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,13000000,,,165,,ほぼ台形,14,95,平成9年,木造,住宅,住宅,南西,市道,66,第１種低層住居専用地域,50,80,2021年第２四半期,,
8543,宅地(土地),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,5000000,96000,,175,29000,不整形,11,,,,,住宅,北西,市道,2.5,第１種低層住居専用地域,50,80,2021年第２四半期,,
8544,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,20000000,,,200,,ほぼ台形,,165,平成7年,木造,住宅,住宅,東,市道,5,第１種低層住居専用地域,50,80,2021年第２四半期,,
8545,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,27000000,,,150,,長方形,6.7,100,令和2年,木造,住宅,住宅,南東,市道,3.6,第１種低層住居専用地域,50,80,2021年第１四半期,,
8546,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H?1H30,29000000,,,170,,台形,20,100,令和3年,木造,住宅,住宅,北東,市道,5,第１種低層住居専用地域,50,80,2021年第１四半期,,
8547,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,内野,野芥,1H30?2H,7900000,,,200,,不整形,21,100,平成16年,木造,住宅,その他,南,県道,12,第１種低層住居専用地域,50,80,2021年第１四半期,,
8548,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),8,39000000,,,240,,袋地等,,110,令和4年,木造,住宅,住宅,南,市道,3.8,第１種低層住居専用地域,50,80,2022年第２四半期,,
8549,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),9,35000000,,,160,,ほぼ長方形,15,100,令和4年,木造,住宅,住宅,西,市道,3,第１種低層住居専用地域,50,80,2022年第２四半期,,
8550,宅地(土地),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),10,13000000,380000,,110,120000,ほぼ正方形,11,,,,,,北西,市道,5,第１種低層住居専用地域,50,80,2022年第２四半期,,
8551,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),8,14000000,,,185,,ほぼ長方形,16.4,90,昭和52年,軽量鉄骨造,住宅,,西,市道,3.3,第１種低層住居専用地域,50,80,2022年第２四半期,,
8552,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),10,42000000,,,175,,ほぼ長方形,11.5,110,令和3年,木造,住宅,住宅,北西,市道,6,第１種低層住居専用地域,50,80,2022年第１四半期,,
8553,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),18,19000000,,,165,,長方形,14.8,100,昭和64年,木造,住宅,住宅,北,市道,5,第１種低層住居専用地域,50,80,2022年第１四半期,,
8554,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),16,14000000,,,220,,不整形,15,80,昭和56年,木造,住宅,住宅,南,市道,5.2,第１種低層住居専用地域,50,80,2021年第４四半期,,
8555,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),18,18000000,,,170,,長方形,12,85,平成3年,木造,住宅,住宅,北,市道,4,第１種低層住居専用地域,50,80,2021年第４四半期,,
8556,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),10,28000000,,,190,,不整形,,105,平成25年,木造,住宅,住宅,西,私道,4.1,第１種低層住居専用地域,50,80,2021年第４四半期,,
8557,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),8,38000000,,,165,,不整形,8,,令和4年,,住宅,住宅,南西,市道,4,第１種低層住居専用地域,50,80,2021年第４四半期,,
8558,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),8,40000000,,,165,,不整形,12,110,令和4年,木造,住宅,住宅,南西,市道,4,第１種低層住居専用地域,50,80,2021年第４四半期,,
8559,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),9,42000000,,,170,,台形,13,110,令和3年,木造,住宅,住宅,西,市道,6,第１種低層住居専用地域,50,80,2021年第３四半期,,
8560,宅地(土地),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),10,75000000,280000,,870,86000,不整形,,,,,,住宅,南東,道路,4,第１種低層住居専用地域,50,80,2021年第２四半期,,
8561,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,梅林(福岡),11,39000000,,,175,,長方形,11,115,平成29年,木造,住宅,住宅,東,市道,6,第１種低層住居専用地域,50,80,2021年第１四半期,,
8562,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,梅林,野芥,12,47000000,,,200,,ほぼ長方形,16,110,令和3年,木造,住宅,住宅,西,市道,3.5,第１種低層住居専用地域,50,80,2021年第４四半期,,
8563,宅地(土地),住宅地,40137,福岡県,福岡市早良区,梅林,野芥,11,11000000,280000,,130,84000,不整形,24,,,,,住宅,南西,市道,2.5,第１種低層住居専用地域,50,80,2021年第１四半期,,
8564,農地,,40137,福岡県,福岡市早良区,大字小笠木,,,1200000,,,1200,,,,,,,,,,,,,,,2021年第４四半期,,
8565,農地,,40137,福岡県,福岡市早良区,大字小笠木,,,1100000,,,1100,,,,,,,,,,,,,,,2021年第４四半期,,
8566,林地,,40137,福岡県,福岡市早良区,大字小笠木,,,6000000,,,5000㎡以上,,,,,,,,,,,,,,,2021年第３四半期,,
8567,林地,,40137,福岡県,福岡市早良区,大字小笠木,,,6000000,,,5000㎡以上,,,,,,,,,,,,,,,2021年第３四半期,,
8568,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,9,77000000,450000,,560,140000,ほぼ長方形,12.8,,,,,,東,市道,8.8,第１種低層住居専用地域,50,80,2022年第２四半期,,
8569,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,10,35000000,,,145,,袋地等,,95,令和4年,木造,住宅,住宅,北東,市道,3.9,第１種低層住居専用地域,50,80,2022年第２四半期,,
8570,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,9,56000000,,,165,,ほぼ整形,24,110,令和4年,鉄骨造,住宅,住宅,北西,私道,5,第１種低層住居専用地域,50,80,2022年第２四半期,,
8571,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,6,38000000,530000,,230,160000,ほぼ正方形,14.3,,,,,住宅,東,市道,12,第１種低層住居専用地域,50,80,2022年第１四半期,,
8572,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,5,46000000,,,135,,長方形,9,105,令和3年,木造,住宅,住宅,東,市道,9,第１種低層住居専用地域,50,80,2021年第４四半期,,
8573,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,2,62000000,,,135,,長方形,9,115,平成31年,木造,住宅,住宅,南,市道,4.5,第２種住居地域,60,200,2021年第４四半期,,
8574,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,5,44000000,,,130,,長方形,10,105,平成24年,木造,住宅,住宅,南,市道,5,第１種低層住居専用地域,50,80,2021年第４四半期,,
8575,宅地(土地と建物),商業地,40137,福岡県,福岡市早良区,賀茂,賀茂,1,210000000,,,1500,,不整形,40,220,平成9年,鉄骨造,店舗,店舗,南西,国道,40,第２種住居地域,60,200,2021年第４四半期,,
8576,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,11,25000000,,,135,,ほぼ台形,9.7,55,昭和42年,木造,住宅,住宅,北東,市道,4.1,第１種低層住居専用地域,50,80,2021年第４四半期,,
8577,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,5,71000000,350000,,670,110000,長方形,39,,,,,,西,市道,7.3,第２種住居地域,60,200,2021年第４四半期,,
8578,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,8,11000000,600000,,60,180000,長方形,3,,,,,その他,北,市道,5,第１種低層住居専用地域,50,80,2021年第３四半期,,
8579,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,10,56000000,530000,,350,160000,ほぼ正方形,19,,,,,住宅,東,市道,4,第１種低層住居専用地域,50,80,2021年第３四半期,,
8580,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,10,21000000,430000,,155,130000,長方形,11.3,,,,,住宅,東,私道,4,第１種中高層住居専用地域,50,100,2021年第３四半期,,
8581,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,5,34000000,,,120,,ほぼ長方形,6.2,95,令和3年,木造,住宅,住宅,南,市道,5,第１種低層住居専用地域,50,80,2021年第３四半期,,
8582,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,10,130000000,,,640,,不整形,15,960,平成7年,ＲＣ,共同住宅,住宅,南西,市道,8,第１種中高層住居専用地域,50,100,2021年第２四半期,,
8583,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,7,25000000,720000,,115,220000,ほぼ正方形,11.4,,,,,住宅,南,市道,8.6,第１種低層住居専用地域,50,80,2021年第１四半期,,
8584,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,8,44000000,,,165,,袋地等,2.8,110,令和2年,木造,住宅,住宅,西,市道,4.4,第１種低層住居専用地域,50,80,2021年第１四半期,,
8585,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,賀茂,5,23000000,460000,,165,140000,ほぼ長方形,,,,,,住宅,西,私道,4,第１種低層住居専用地域,50,80,2021年第１四半期,,
8586,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,野芥,8,47000000,600000,,260,180000,ほぼ台形,15.2,,,,,住宅,東,市道,4,第１種低層住居専用地域,50,80,2022年第１四半期,,
8587,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,野芥,9,38000000,,,110,,長方形,7,85,令和4年,木造,住宅,住宅,西,市道,4,第１種低層住居専用地域,50,80,2022年第１四半期,,
8588,宅地(土地),住宅地,40137,福岡県,福岡市早良区,賀茂,野芥,11,80000000,410000,,640,130000,長方形,15,,,,,,東,市道,7,第１種低層住居専用地域,50,80,2021年第２四半期,,
8589,中古マンション等,,40137,福岡県,福岡市早良区,賀茂,野芥,6,30000000,,２ＬＤＫ,65,,,,,平成30年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2021年第２四半期,未改装,
8590,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,賀茂,野芥,4,81000000,,,550,,長方形,22,750,昭和62年,ＲＣ,住宅、駐車場、その他,店舗,南,市道,9,第１種低層住居専用地域,50,80,2021年第１四半期,,
8591,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,次郎丸,23,35000000,780000,,145,240000,ほぼ整形,12,,,,,住宅,西,市道,6,第２種中高層住居専用地域,60,100,2022年第２四半期,,
8592,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,次郎丸,25,47000000,570000,,270,170000,長方形,18,,,,,住宅,北,市道,5,第１種中高層住居専用地域,60,100,2022年第１四半期,,
8593,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,29,57000000,,,170,,ほぼ台形,,110,令和3年,木造,住宅,住宅,北,私道,4,第２種中高層住居専用地域,60,100,2022年第3四半期,,
8594,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,21,13000000,,,100,,ほぼ台形,12,110,昭和53年,木造,住宅,住宅,北,市道,6,第１種中高層住居専用地域,60,150,2022年第２四半期,,
8595,中古マンション等,,40137,福岡県,福岡市早良区,小田部,室見,16,17000000,,３ＬＤＫ,65,,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2022年第２四半期,未改装,
8596,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,室見,23,65000000,460000,,470,140000,不整形,20,,,,,住宅,北,市道,6,第１種中高層住居専用地域,60,100,2022年第１四半期,,
8597,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,18,250000000,,,1300,,不整形,9,1100,昭和60年,ＲＣ,共同住宅,住宅,北東,市道,7.8,第１種中高層住居専用地域,60,150,2022年第１四半期,,
8598,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,23,270000000,,,1100,,長方形,33.6,1300,平成6年,ＲＣ,共同住宅,住宅,北,市道,10,第１種中高層住居専用地域,60,150,2021年第４四半期,,
8599,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,室見,20,49000000,400000,,410,120000,長方形,,,,,,,北,市道,7.1,第１種中高層住居専用地域,60,150,2021年第４四半期,,
8600,中古マンション等,,40137,福岡県,福岡市早良区,小田部,室見,26,30000000,,４ＬＤＫ,80,,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第４四半期,未改装,
8601,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,18,42000000,,,170,,ほぼ台形,15,90,平成24年,木造,住宅,住宅,南東,市道,4.2,第１種中高層住居専用地域,60,150,2021年第３四半期,,
8602,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,21,48000000,,,95,,ほぼ正方形,9.4,100,令和4年,木造,住宅,住宅,北,私道,4.1,第１種中高層住居専用地域,60,150,2021年第３四半期,,
8603,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,室見,16,29000000,550000,,170,170000,台形,,,,,,住宅,西,市道,7.9,第１種中高層住居専用地域,60,150,2021年第３四半期,,
