No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等
8604,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,室見,25,51000000,630000,,270,190000,長方形,18,,,,,住宅,南,市道,4.4,第１種中高層住居専用地域,60,150,2021年第３四半期,,
8605,中古マンション等,,40137,福岡県,福岡市早良区,小田部,室見,20,28000000,,３ＬＤＫ,75,,,,,平成23年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60,150,2021年第３四半期,未改装,
8606,中古マンション等,,40137,福岡県,福岡市早良区,小田部,室見,23,33000000,,３ＬＤＫ,75,,,,,平成25年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第３四半期,未改装,
8607,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,室見,25,30000000,370000,,270,110000,長方形,18,,,,,住宅,南,市道,4.5,準住居地域,60,200,2021年第２四半期,,
8608,宅地(土地),住宅地,40137,福岡県,福岡市早良区,小田部,室見,16,25000000,730000,,115,220000,ほぼ長方形,7,,,,,住宅,東,市道,4,第１種中高層住居専用地域,60,150,2021年第１四半期,,
8609,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,16,29000000,,,55,,ほぼ長方形,3,80,令和2年,木造,住宅,住宅,北,市道,4,第１種中高層住居専用地域,60,150,2021年第１四半期,,
8610,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,小田部,室見,25,47000000,,,240,,長方形,16.5,165,昭和63年,木造,住宅,住宅,北,市道,4.5,第１種中高層住居専用地域,60,100,2021年第１四半期,,
8611,中古マンション等,,40137,福岡県,福岡市早良区,小田部,室見,16,19000000,,３ＬＤＫ,75,,,,,昭和61年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第１四半期,改装済,
8612,中古マンション等,,40137,福岡県,福岡市早良区,小田部,,,34000000,,４ＬＤＫ,75,,,,,平成21年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第２四半期,未改装,
8613,宅地(土地),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,19000000,220000,,290,66000,長方形,13,,,,,住宅,西,市道,6,第１種住居地域,60,200,2022年第２四半期,,
8614,宅地(土地),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,1400000,28000,,170,8600,ほぼ台形,13.5,,,,,,西,市道,6.2,市街化調整区域,40,50,2022年第２四半期,,
8615,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,13000000,,,680,,台形,22,170,昭和52年,木造,住宅,住宅,東,市道,8,市街化調整区域,40,50,2022年第１四半期,,
8616,宅地(土地),宅地見込地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,7500000,11000,,2000㎡以上,3200,不整形,50.0m以上,,,,,,北,市道,3.4,市街化調整区域,40,50,2021年第４四半期,,
8617,宅地(土地),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,2800000,24000,,390,7200,ほぼ台形,7,,,,,,北,市道,5,市街化調整区域,40,50,2021年第４四半期,,
8618,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,9000000,,,290,,ほぼ長方形,15,95,昭和63年,木造,住宅,住宅,北東,市道,5,市街化調整区域,40,50,2021年第４四半期,,
8619,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,20000000,,,170,,ほぼ長方形,16,95,平成23年,木造,住宅,住宅,西,市道,4,市街化調整区域,40,50,2021年第４四半期,,
8620,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,15000000,,,150,,不整形,13.5,75,昭和53年,木造,住宅,住宅,西,市道,5,市街化調整区域,40,50,2021年第２四半期,,
8621,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,9800000,,,140,,ほぼ整形,8.5,65,昭和53年,木造,住宅,住宅,北東,市道,5,市街化調整区域,40,50,2021年第１四半期,,
8622,宅地(土地),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,900000,18000,,165,5500,不整形,8.5,,,,,倉庫,北西,市道,4,市街化調整区域,40,50,2021年第１四半期,,
8623,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,25000000,,,185,,不整形,16.5,100,令和3年,木造,住宅,住宅,北西,市道,4,第１種低層住居専用地域,50,60,2021年第１四半期,,
8624,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,27000000,,,270,,ほぼ長方形,9,105,令和3年,木造,住宅,住宅,北西,市道,6,市街化調整区域,40,50,2021年第１四半期,,
8625,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,27000000,,,270,,ほぼ長方形,9,100,令和3年,木造,住宅,住宅,北西,市道,6,市街化調整区域,40,50,2021年第１四半期,,
8626,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,早良,野芥,1H?1H30,5500000,,,290,,台形,17,110,昭和57年,軽量鉄骨造,住宅,住宅,北西,市道,6,第１種低層住居専用地域,50,80,2021年第１四半期,,関係者間取引
8627,林地,,40137,福岡県,福岡市早良区,早良,,,1100000,,,280,,,,,,,,,,,,,,,2021年第３四半期,,
8628,宅地(土地),住宅地,40137,福岡県,福岡市早良区,四箇,賀茂,30分?60分,34000000,790000,,145,240000,ほぼ長方形,8.7,,,,,住宅,北,市道,5,第１種低層住居専用地域,50,80,2021年第４四半期,,
8629,宅地(土地),住宅地,40137,福岡県,福岡市早良区,四箇,賀茂,30分?60分,34000000,470000,,240,140000,長方形,14,,,,,住宅,南,市道,6,第１種低層住居専用地域,50,80,2021年第４四半期,,
8630,宅地(土地),住宅地,40137,福岡県,福岡市早良区,四箇,賀茂,30分?60分,2000000,25000,,270,7500,長方形,10.5,,,,,その他,西,市道,7.6,市街化調整区域,40,50,2021年第１四半期,,
8631,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇,次郎丸,29,35000000,,,160,,長方形,10,100,令和4年,木造,住宅,住宅,北,市道,4,第１種低層住居専用地域,50,80,2022年第２四半期,,
8632,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇,次郎丸,30分?60分,34000000,,,165,,ほぼ長方形,12.2,95,平成23年,木造,住宅,住宅,北,市道,6,第１種低層住居専用地域,50,80,2022年第１四半期,,
8633,宅地(土地),住宅地,40137,福岡県,福岡市早良区,四箇,次郎丸,29,38000000,380000,,330,120000,ほぼ長方形,11,,,,,住宅,北,市道,6,第１種低層住居専用地域,50,80,2022年第１四半期,,
8634,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇,次郎丸,29,52000000,,,170,,台形,14,105,令和3年,軽量鉄骨造,住宅,住宅,南,道路,6,第１種低層住居専用地域,50,80,2021年第３四半期,,
8635,宅地(土地),住宅地,40137,福岡県,福岡市早良区,四箇,野芥,30分?60分,36000000,240000,,500,71000,ほぼ長方形,30,,,,,,北,市道,4.4,第１種低層住居専用地域,50,80,2022年第２四半期,,
8636,農地,,40137,福岡県,福岡市早良区,四箇,,,31000000,,,2100,,,,,,,,,,,,,,,2021年第４四半期,,
8637,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇田団地,賀茂,25,44000000,,,165,,ほぼ長方形,10,105,令和4年,木造,住宅,住宅,東,市道,6,第１種低層住居専用地域,50,100,2022年第3四半期,,
8638,中古マンション等,,40137,福岡県,福岡市早良区,四箇田団地,賀茂,24,4000000,,２ＬＤＫ,50,,,,,昭和52年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,50,100,2021年第４四半期,未改装,
8639,中古マンション等,,40137,福岡県,福岡市早良区,四箇田団地,賀茂,25,6500000,,２ＬＤＫ,50,,,,,昭和52年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,50,100,2021年第１四半期,未改装,
8640,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇田団地,次郎丸,26,39000000,,,165,,ほぼ長方形,12,,令和3年,木造,住宅,住宅,北,市道,6,第１種中高層住居専用地域,50,100,2022年第１四半期,,
8641,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇田団地,次郎丸,28,40000000,,,165,,長方形,11.5,105,令和3年,木造,住宅,住宅,南,道路,6,第１種中高層住居専用地域,50,100,2021年第３四半期,,
8642,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇田団地,次郎丸,28,38000000,,,165,,長方形,14,100,令和3年,木造,住宅,住宅,北,道路,6,第１種中高層住居専用地域,50,100,2021年第３四半期,,
8643,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,四箇田団地,次郎丸,28,36000000,,,165,,長方形,14,100,令和3年,木造,住宅,住宅,北,道路,6,第１種中高層住居専用地域,50,100,2021年第３四半期,,
8644,中古マンション等,,40137,福岡県,福岡市早良区,四箇田団地,次郎丸,30分?60分,5000000,,３ＬＤＫ,50,,,,,昭和52年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,50,100,2021年第３四半期,未改装,
8645,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,賀茂,28,18000000,,,135,,ほぼ長方形,7.6,,昭和56年,木造,住宅,住宅,北,市道,20,第１種低層住居専用地域,50,80,2021年第４四半期,,
8646,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,賀茂,29,15000000,,,140,,ほぼ長方形,12.5,85,昭和56年,木造,住宅,住宅,西,市道,6,第１種低層住居専用地域,50,80,2021年第１四半期,,
8647,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,野芥,25,35000000,,,110,,ほぼ整形,9.5,,令和4年,木造,住宅,住宅,南,市道,4,第１種低層住居専用地域,50,80,2022年第3四半期,,
8648,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,野芥,23,15000000,,,140,,ほぼ長方形,12,90,平成5年,木造,住宅,住宅,西,道路,5,第１種低層住居専用地域,50,80,2022年第２四半期,,
8649,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,野芥,25,33000000,,,150,,長方形,9.1,90,令和4年,木造,住宅,住宅,西,市道,5,第１種低層住居専用地域,50,80,2022年第１四半期,,
8650,宅地(土地),住宅地,40137,福岡県,福岡市早良区,重留,野芥,25,16000000,250000,,220,74000,ほぼ正方形,15,,,,,住宅,南,市道,5,第１種低層住居専用地域,50,80,2021年第４四半期,,
8651,宅地(土地),住宅地,40137,福岡県,福岡市早良区,重留,野芥,19,67000000,180000,,1200,54000,不整形,24,,,,,,北,市道,5,第１種低層住居専用地域,50,80,2021年第３四半期,,
8652,宅地(土地と建物),商業地,40137,福岡県,福岡市早良区,重留,野芥,26,62000000,,,920,,不整形,,90,昭和64年,鉄骨造,事務所、作業場、倉庫,その他,北西,国道,16,第１種住居地域,60,200,2021年第３四半期,,
8653,宅地(土地),住宅地,40137,福岡県,福岡市早良区,重留,野芥,21,22000000,260000,,280,80000,ほぼ台形,10.6,,,,,住宅,南,市道,5.2,第１種低層住居専用地域,50,80,2021年第３四半期,,
8654,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,野芥,20,44000000,,,185,,ほぼ整形,9,105,令和2年,軽量鉄骨造,住宅,住宅,南東,市道,6,第１種低層住居専用地域,50,80,2021年第３四半期,,
8655,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,野芥,23,30000000,,,115,,ほぼ整形,13,90,令和3年,木造,住宅,住宅,東,市道,6,第１種低層住居専用地域,50,80,2021年第２四半期,,
8656,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,野芥,25,13000000,,,195,,長方形,13.5,95,昭和63年,木造,住宅,住宅,北,市道,6,第１種低層住居専用地域,50,80,2021年第２四半期,,
8657,宅地(土地),住宅地,40137,福岡県,福岡市早良区,重留,野芥,23,10000000,210000,,160,63000,長方形,12,,,,,住宅,北,市道,5,第２種低層住居専用地域,50,80,2021年第２四半期,,
8658,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,重留,野芥,23,20000000,,,250,,袋地等,4,105,平成5年,木造,住宅,住宅,西,市道,6,第１種低層住居専用地域,50,80,2021年第２四半期,,
8659,農地,,40137,福岡県,福岡市早良区,重留,,,2500000,,,2000,,,,,,,,,,,,,,,2021年第２四半期,,
8660,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,8,14000000,,２ＬＤＫ,45,,,,,昭和49年,ＳＲＣ,,住宅,,,,近隣商業地域,80,300,2022年第２四半期,改装済,
8661,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,5,21000000,,１ＬＤＫ,35,,,,,平成18年,ＲＣ,,住宅,,,,近隣商業地域,80,200,2022年第２四半期,改装済,
8662,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,7,45000000,,,85,,,,,平成9年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80,400,2022年第２四半期,未改装,
8663,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,8,33000000,,２ＬＤＫ,60,,,,,平成24年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60,150,2022年第２四半期,未改装,
8664,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,6,30000000,,２ＬＤＫ,55,,,,,平成15年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60,150,2022年第２四半期,未改装,
8665,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,城西,西新,7,44000000,,,75,,不整形,7.5,100,令和3年,木造,住宅,住宅,北西,市道,7.3,第２種中高層住居専用地域,60,150,2022年第１四半期,,
8666,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,8,19000000,,１ＬＤＫ,65,,,,,昭和49年,ＳＲＣ,,住宅,,,,近隣商業地域,80,300,2022年第１四半期,改装済,
8667,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,8,39000000,,３ＬＤＫ,70,,,,,平成24年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60,150,2022年第１四半期,改装済,
8668,宅地(土地),住宅地,40137,福岡県,福岡市早良区,城西,西新,6,120000000,970000,,410,290000,台形,20.9,,,,,その他,東,市道,5.3,第２種中高層住居専用地域,60,150,2021年第４四半期,,
8669,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,5,6500000,,１Ｋ,20,,,,,平成11年,ＲＣ,,住宅,,,,近隣商業地域,80,300,2021年第４四半期,未改装,
8670,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,4,31000000,,２ＬＤＫ,80,,,,,平成2年,ＳＲＣ,,住宅,,,,近隣商業地域,80,300,2021年第４四半期,未改装,
8671,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,7,6000000,,１Ｋ,15,,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80,300,2021年第４四半期,,
8672,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,5,47000000,,,90,,,,,平成26年,ＲＣ,,その他,,,,近隣商業地域,80,300,2021年第４四半期,未改装,
8673,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,城西,西新,10,59000000,,,110,,ほぼ長方形,4.5,110,平成27年,木造,住宅,住宅,北東,市道,5.5,第２種中高層住居専用地域,60,150,2021年第２四半期,,
8674,宅地(土地と建物),住宅地,40137,福岡県,福岡市早良区,城西,西新,8,140000000,,,340,,ほぼ長方形,13.5,540,昭和63年,ＲＣ,共同住宅、事務所,,西,市道,5.3,第２種中高層住居専用地域,60,150,2021年第２四半期,,
8675,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,5,6900000,,１Ｋ,20,,,,,平成11年,ＲＣ,住宅,店舗,,,,近隣商業地域,80,300,2021年第２四半期,未改装,
8676,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,5,22000000,,１ＬＤＫ,35,,,,,平成18年,ＲＣ,,住宅,,,,近隣商業地域,80,200,2021年第２四半期,改装済,
8677,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,2,54000000,,３ＬＤＫ,75,,,,,平成24年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,2021年第２四半期,未改装,
8678,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,5,19000000,,１ＬＤＫ,35,,,,,平成18年,ＲＣ,,,,,,近隣商業地域,80,200,2021年第２四半期,未改装,
8679,宅地(土地),住宅地,40137,福岡県,福岡市早良区,城西,西新,10,110000000,1100000,,320,340000,長方形,12.2,,,,,,南東,市道,7.8,第２種中高層住居専用地域,60,150,2021年第１四半期,,
8680,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,6,68000000,,３ＬＤＫ,100,,,,,平成26年,ＲＣ,,住宅,,,,第１種住居地域,60,200,2021年第１四半期,未改装,
8681,中古マンション等,,40137,福岡県,福岡市早良区,城西,西新,5,20000000,,１ＬＤＫ,35,,,,,平成18年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,200,2021年第１四半期,未改装,
